hei_score,risk_class,risk_code,pop_raw,ndvi_raw,lulc_class,urban_class,lst_norm,pop_norm,ndvi_inv_norm,lulc_weight,color_hex
0.3994,Moderate Risk,3,1.8442773818969727,0.109641,Built_up,Peri-Urban / Sparse,0.3541,0.004204,0.7823,1.00,#FFAA00
0.3126,Moderate Risk,3,1.8211424350738525,0.106860,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004151,0.7986,0.10,#FFAA00
0.3126,Moderate Risk,3,1.8195042610168457,0.106877,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004147,0.7985,0.10,#FFAA00
0.3133,Moderate Risk,3,1.8054417371749878,0.106257,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004115,0.8021,0.10,#FFAA00
0.3111,Moderate Risk,3,1.7792595624923706,0.108132,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004055,0.7911,0.10,#FFAA00
0.3701,Moderate Risk,3,1.763196587562561,0.108951,Bare Land,Peri-Urban / Sparse,0.3541,0.004019,0.7864,0.70,#FFAA00
0.3705,Moderate Risk,3,1.7664918899536133,0.108653,Bare Land,Peri-Urban / Sparse,0.3541,0.004026,0.7881,0.70,#FFAA00
0.3940,Moderate Risk,3,1.7933622598648071,0.105634,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.004088,0.8057,0.90,#FFAA00
0.3829,Moderate Risk,3,1.8133395910263062,0.115156,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.004133,0.7502,0.90,#FFAA00
0.3622,Moderate Risk,3,1.8114858865737915,0.115750,Bare Land,Peri-Urban / Sparse,0.3541,0.004129,0.7467,0.70,#FFAA00
0.3585,Moderate Risk,3,1.8138991594314575,0.118959,Bare Land,Peri-Urban / Sparse,0.3541,0.004134,0.7280,0.70,#FFAA00
0.3585,Moderate Risk,3,1.8224003314971924,0.118989,Bare Land,Peri-Urban / Sparse,0.3541,0.004154,0.7279,0.70,#FFAA00
0.3602,Moderate Risk,3,1.8299692869186401,0.117499,Bare Land,Peri-Urban / Sparse,0.3541,0.004171,0.7365,0.70,#FFAA00
0.3615,Moderate Risk,3,1.8280104398727417,0.116393,Bare Land,Peri-Urban / Sparse,0.3541,0.004167,0.7430,0.70,#FFAA00
0.3411,Moderate Risk,3,0.6423412561416626,0.133186,Bare Land,Rural / Scattered,0.3541,0.001464,0.6451,0.70,#FFAA00
0.3448,Moderate Risk,3,0.647535502910614,0.130018,Bare Land,Rural / Scattered,0.3541,0.001476,0.6636,0.70,#FFAA00
0.3333,Moderate Risk,3,1.4488540887832642,0.140386,Bare Land,Peri-Urban / Sparse,0.3541,0.003302,0.6031,0.70,#FFAA00
0.3342,Moderate Risk,3,1.9005706310272217,0.139863,Bare Land,Peri-Urban / Sparse,0.3541,0.004332,0.6062,0.70,#FFAA00
0.3350,Moderate Risk,3,1.886581301689148,0.139120,Bare Land,Peri-Urban / Sparse,0.3541,0.004300,0.6105,0.70,#FFAA00
0.3338,Moderate Risk,3,1.8044756650924683,0.140158,Bare Land,Peri-Urban / Sparse,0.3541,0.004113,0.6044,0.70,#FFAA00
0.3369,Moderate Risk,3,1.7087557315826416,0.137413,Bare Land,Peri-Urban / Sparse,0.3541,0.003895,0.6205,0.70,#FFAA00
0.3392,Moderate Risk,3,1.6420375108718872,0.135440,Bare Land,Peri-Urban / Sparse,0.3541,0.003743,0.6320,0.70,#FFAA00
0.3411,Moderate Risk,3,1.6470226049423218,0.133736,Bare Land,Peri-Urban / Sparse,0.3541,0.003754,0.6419,0.70,#FFAA00
0.3374,Moderate Risk,3,1.6563981771469116,0.136937,Bare Land,Peri-Urban / Sparse,0.3541,0.003775,0.6232,0.70,#FFAA00
0.3343,Moderate Risk,3,1.65237557888031,0.139640,Bare Land,Peri-Urban / Sparse,0.3541,0.003766,0.6075,0.70,#FFAA00
0.3369,Moderate Risk,3,1.6416995525360107,0.137392,Bare Land,Peri-Urban / Sparse,0.3541,0.003742,0.6206,0.70,#FFAA00
0.3406,Moderate Risk,3,1.6430420875549316,0.134239,Bare Land,Peri-Urban / Sparse,0.3541,0.003745,0.6390,0.70,#FFAA00
0.3465,Moderate Risk,3,1.6556131839752197,0.129125,Bare Land,Peri-Urban / Sparse,0.3541,0.003774,0.6688,0.70,#FFAA00
0.3531,Moderate Risk,3,1.658185601234436,0.123502,Bare Land,Peri-Urban / Sparse,0.3541,0.003779,0.7015,0.70,#FFAA00
0.2957,Low Risk,2,1.683704137802124,0.121290,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.003838,0.7144,0.10,#FFDD88
0.3898,Moderate Risk,3,1.8442200422286987,0.117889,Built_up,Peri-Urban / Sparse,0.3541,0.004203,0.7343,1.00,#FFAA00
0.3921,Moderate Risk,3,2.1702582836151123,0.116047,Built_up,Peri-Urban / Sparse,0.3541,0.004947,0.7450,1.00,#FFAA00
0.2973,Low Risk,2,2.819082498550415,0.120598,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.006425,0.7185,0.10,#FFDD88
0.3643,Moderate Risk,3,2.7475357055664062,0.114562,Bare Land,Peri-Urban / Sparse,0.3541,0.006262,0.7537,0.70,#FFAA00
0.3914,Moderate Risk,3,2.131427764892578,0.116671,Built_up,Peri-Urban / Sparse,0.3541,0.004858,0.7414,1.00,#FFAA00
0.3059,Moderate Risk,3,1.8845561742782593,0.112611,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004295,0.7650,0.10,#FFAA00
0.3088,Moderate Risk,3,1.7918779850006104,0.110096,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004084,0.7797,0.10,#FFAA00
0.3108,Moderate Risk,3,1.79000723361969,0.108341,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004080,0.7899,0.10,#FFAA00
0.3710,Moderate Risk,3,1.7999765872955322,0.108217,Bare Land,Peri-Urban / Sparse,0.3541,0.004103,0.7906,0.70,#FFAA00
0.3689,Moderate Risk,3,1.7974177598953247,0.110032,Bare Land,Peri-Urban / Sparse,0.3541,0.004097,0.7801,0.70,#FFAA00
0.3708,Moderate Risk,3,1.784564733505249,0.108365,Bare Land,Peri-Urban / Sparse,0.3541,0.004067,0.7898,0.70,#FFAA00
0.3714,Moderate Risk,3,1.777916669845581,0.107848,Bare Land,Peri-Urban / Sparse,0.3541,0.004052,0.7928,0.70,#FFAA00
0.3942,Moderate Risk,3,1.7729599475860596,0.105424,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.004041,0.8069,0.90,#FFAA00
0.3847,Moderate Risk,3,1.7793354988098145,0.113644,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.004056,0.7590,0.90,#FFAA00
0.3631,Moderate Risk,3,1.8047823905944824,0.115024,Bare Land,Peri-Urban / Sparse,0.3541,0.004114,0.7510,0.70,#FFAA00
0.3610,Moderate Risk,3,1.8184312582015991,0.116772,Bare Land,Peri-Urban / Sparse,0.3541,0.004145,0.7408,0.70,#FFAA00
0.3590,Moderate Risk,3,1.819447636604309,0.118514,Bare Land,Peri-Urban / Sparse,0.3541,0.004147,0.7306,0.70,#FFAA00
0.3600,Moderate Risk,3,1.8097739219665527,0.117686,Bare Land,Peri-Urban / Sparse,0.3541,0.004125,0.7354,0.70,#FFAA00
0.3648,Moderate Risk,3,1.7919354438781738,0.113532,Bare Land,Peri-Urban / Sparse,0.3541,0.004084,0.7597,0.70,#FFAA00
0.2921,Low Risk,2,0.6546517014503479,,Unknown,Rural / Scattered,0.3541,0.001492,0.5000,0.50,#FFDD88
0.3503,Moderate Risk,3,0.6333957314491272,0.125302,Bare Land,Rural / Scattered,0.3541,0.001444,0.6911,0.70,#FFAA00
0.3378,Moderate Risk,3,0.7194404006004333,0.136094,Bare Land,Rural / Scattered,0.3541,0.001640,0.6281,0.70,#FFAA00
0.3362,Moderate Risk,3,1.615220546722412,0.137983,Bare Land,Peri-Urban / Sparse,0.3541,0.003682,0.6171,0.70,#FFAA00
0.3371,Moderate Risk,3,1.891776204109192,0.137388,Bare Land,Peri-Urban / Sparse,0.3541,0.004312,0.6206,0.70,#FFAA00
0.3340,Moderate Risk,3,1.9323644638061523,0.140047,Bare Land,Peri-Urban / Sparse,0.3541,0.004404,0.6051,0.70,#FFAA00
0.3374,Moderate Risk,3,1.9094034433364868,0.137089,Bare Land,Peri-Urban / Sparse,0.3541,0.004352,0.6223,0.70,#FFAA00
0.3431,Moderate Risk,3,1.8036329746246338,0.132141,Bare Land,Peri-Urban / Sparse,0.3541,0.004111,0.6512,0.70,#FFAA00
0.3433,Moderate Risk,3,1.7002270221710205,0.131875,Bare Land,Peri-Urban / Sparse,0.3541,0.003875,0.6527,0.70,#FFAA00
0.3422,Moderate Risk,3,1.664544701576233,0.132871,Bare Land,Peri-Urban / Sparse,0.3541,0.003794,0.6469,0.70,#FFAA00
0.3401,Moderate Risk,3,1.6627508401870728,0.134621,Bare Land,Peri-Urban / Sparse,0.3541,0.003790,0.6367,0.70,#FFAA00
0.3441,Moderate Risk,3,1.6567659378051758,0.131189,Bare Land,Peri-Urban / Sparse,0.3541,0.003776,0.6567,0.70,#FFAA00
0.3380,Moderate Risk,3,1.6158782243728638,0.136372,Bare Land,Peri-Urban / Sparse,0.3541,0.003683,0.6265,0.70,#FFAA00
0.3420,Moderate Risk,3,1.5866594314575195,0.132958,Bare Land,Peri-Urban / Sparse,0.3541,0.003616,0.6464,0.70,#FFAA00
0.3674,Moderate Risk,3,1.589201807975769,0.128329,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.003622,0.6734,0.90,#FFAA00
0.3537,Moderate Risk,3,1.599220633506775,0.122923,Bare Land,Peri-Urban / Sparse,0.3541,0.003645,0.7049,0.70,#FFAA00
0.2964,Low Risk,2,1.6226311922073364,0.120638,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.003698,0.7182,0.10,#FFDD88
0.3594,Moderate Risk,3,1.7231645584106445,0.118100,Bare Land,Peri-Urban / Sparse,0.3541,0.003928,0.7330,0.70,#FFAA00
0.2963,Low Risk,2,1.9332417249679565,0.120909,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.004406,0.7167,0.10,#FFDD88
0.3553,Moderate Risk,3,2.1951889991760254,0.121944,Bare Land,Peri-Urban / Sparse,0.3541,0.005003,0.7106,0.70,#FFAA00
0.3879,Moderate Risk,3,2.169435501098633,0.119647,Built_up,Peri-Urban / Sparse,0.3541,0.004945,0.7240,1.00,#FFAA00
0.3585,Moderate Risk,3,1.9089680910110474,0.119006,Bare Land,Peri-Urban / Sparse,0.3541,0.004351,0.7278,0.70,#FFAA00
0.3631,Moderate Risk,3,1.7740719318389893,0.114987,Bare Land,Peri-Urban / Sparse,0.3541,0.004044,0.7512,0.70,#FFAA00
0.3682,Moderate Risk,3,1.7288013696670532,0.110550,Bare Land,Peri-Urban / Sparse,0.3541,0.003940,0.7770,0.70,#FFAA00
0.3696,Moderate Risk,3,1.7216846942901611,0.109342,Bare Land,Peri-Urban / Sparse,0.3541,0.003924,0.7841,0.70,#FFAA00
0.3096,Moderate Risk,3,1.720444679260254,0.109374,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.003921,0.7839,0.10,#FFAA00
0.3082,Moderate Risk,3,1.726883053779602,0.110560,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.003936,0.7770,0.10,#FFAA00
0.3712,Moderate Risk,3,1.7448492050170898,0.107994,Bare Land,Peri-Urban / Sparse,0.3541,0.003977,0.7919,0.70,#FFAA00
0.3909,Moderate Risk,3,1.751744270324707,0.108260,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.003993,0.7904,0.90,#FFAA00
0.3892,Moderate Risk,3,1.7450398206710815,0.109729,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.003977,0.7818,0.90,#FFAA00
0.3869,Moderate Risk,3,1.723600149154663,0.111691,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.003929,0.7704,0.90,#FFAA00
0.3699,Moderate Risk,3,1.719090223312378,0.109130,Bare Land,Peri-Urban / Sparse,0.3541,0.003918,0.7853,0.70,#FFAA00
0.3633,Moderate Risk,3,1.737708568572998,0.114820,Bare Land,Peri-Urban / Sparse,0.3541,0.003961,0.7522,0.70,#FFAA00
0.3636,Moderate Risk,3,1.758739709854126,0.114510,Bare Land,Peri-Urban / Sparse,0.3541,0.004009,0.7540,0.70,#FFAA00
0.3613,Moderate Risk,3,1.7681326866149902,0.116524,Bare Land,Peri-Urban / Sparse,0.3541,0.004030,0.7422,0.70,#FFAA00
0.3657,Moderate Risk,3,1.7660095691680908,0.112735,Bare Land,Peri-Urban / Sparse,0.3541,0.004025,0.7643,0.70,#FFAA00
0.3500,Moderate Risk,3,0.6451330184936523,0.125592,Bare Land,Rural / Scattered,0.3541,0.001470,0.6894,0.70,#FFAA00
0.3444,Moderate Risk,3,0.629324734210968,0.130332,Bare Land,Rural / Scattered,0.3541,0.001434,0.6617,0.70,#FFAA00
0.3329,Moderate Risk,3,0.8043991923332214,0.140313,Bare Land,Rural / Scattered,0.3541,0.001833,0.6035,0.70,#FFAA00
0.3373,Moderate Risk,3,1.6997880935668945,0.137047,Bare Land,Peri-Urban / Sparse,0.3541,0.003874,0.6226,0.70,#FFAA00
0.3356,Moderate Risk,3,1.8511379957199097,0.138580,Bare Land,Peri-Urban / Sparse,0.3541,0.004219,0.6136,0.70,#FFAA00
0.3308,Moderate Risk,3,1.9128506183624268,0.142723,Bare Land,Peri-Urban / Sparse,0.3541,0.004360,0.5895,0.70,#FFAA00
0.3436,Moderate Risk,3,1.9754440784454346,0.131790,Bare Land,Peri-Urban / Sparse,0.3541,0.004503,0.6532,0.70,#FFAA00
0.3445,Moderate Risk,3,1.8847013711929321,0.130946,Bare Land,Peri-Urban / Sparse,0.3541,0.004296,0.6581,0.70,#FFAA00
0.3453,Moderate Risk,3,1.8138669729232788,0.130309,Bare Land,Peri-Urban / Sparse,0.3541,0.004134,0.6619,0.70,#FFAA00
0.3471,Moderate Risk,3,1.7352590560913086,0.128675,Bare Land,Peri-Urban / Sparse,0.3541,0.003955,0.6714,0.70,#FFAA00
0.3412,Moderate Risk,3,1.6789791584014893,0.133661,Bare Land,Peri-Urban / Sparse,0.3541,0.003827,0.6423,0.70,#FFAA00
0.3454,Moderate Risk,3,1.656969666481018,0.130058,Bare Land,Peri-Urban / Sparse,0.3541,0.003777,0.6633,0.70,#FFAA00
0.3448,Moderate Risk,3,1.6196423768997192,0.130610,Bare Land,Peri-Urban / Sparse,0.3541,0.003692,0.6601,0.70,#FFAA00
0.3469,Moderate Risk,3,1.5946630239486694,0.128740,Bare Land,Peri-Urban / Sparse,0.3541,0.003635,0.6710,0.70,#FFAA00
0.3718,Moderate Risk,3,1.5825010538101196,0.124545,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.003607,0.6955,0.90,#FFAA00
0.3563,Moderate Risk,3,1.5716652870178223,0.120716,Bare Land,Peri-Urban / Sparse,0.3541,0.003582,0.7178,0.70,#FFAA00
0.3582,Moderate Risk,3,1.5817487239837646,0.119041,Bare Land,Peri-Urban / Sparse,0.3541,0.003605,0.7276,0.70,#FFAA00
0.2995,Low Risk,2,1.623443365097046,0.117955,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.003700,0.7339,0.10,#FFDD88
0.2925,Low Risk,2,1.7073419094085693,0.124062,Natural Vegetation,Peri-Urban / Sparse,0.3541,0.003891,0.6983,0.10,#FFDD88
0.3550,Moderate Risk,3,1.7971183061599731,0.121955,Bare Land,Peri-Urban / Sparse,0.3541,0.004096,0.7106,0.70,#FFAA00
0.3550,Moderate Risk,3,1.7971183061599731,0.121955,Bare Land,Peri-Urban / Sparse,0.3541,0.004096,0.7106,0.70,#FFAA00
0.3643,Moderate Risk,3,1.7924573421478271,0.113914,Bare Land,Peri-Urban / Sparse,0.3541,0.004085,0.7574,0.70,#FFAA00
0.3643,Moderate Risk,3,1.7924573421478271,0.113914,Bare Land,Peri-Urban / Sparse,0.3541,0.004085,0.7574,0.70,#FFAA00
0.3554,Moderate Risk,3,1.4691648483276367,0.121421,Bare Land,Peri-Urban / Sparse,0.3541,0.003349,0.7137,0.70,#FFAA00
0.3569,Moderate Risk,3,1.4602733850479126,0.120102,Bare Land,Peri-Urban / Sparse,0.3541,0.003328,0.7214,0.70,#FFAA00
0.3581,Moderate Risk,3,1.4470303058624268,0.119057,Bare Land,Peri-Urban / Sparse,0.3541,0.003298,0.7275,0.70,#FFAA00
0.3586,Moderate Risk,3,1.4222859144210815,0.118624,Bare Land,Peri-Urban / Sparse,0.3541,0.003242,0.7300,0.70,#FFAA00
0.3584,Moderate Risk,3,1.4176422357559204,0.118773,Bare Land,Peri-Urban / Sparse,0.3541,0.003231,0.7291,0.70,#FFAA00
0.3577,Moderate Risk,3,1.416617512702942,0.119390,Bare Land,Peri-Urban / Sparse,0.3541,0.003229,0.7255,0.70,#FFAA00
0.3560,Moderate Risk,3,1.4051281213760376,0.120893,Bare Land,Peri-Urban / Sparse,0.3541,0.003203,0.7168,0.70,#FFAA00
0.3544,Moderate Risk,3,1.4021893739700317,0.122251,Bare Land,Peri-Urban / Sparse,0.3541,0.003196,0.7088,0.70,#FFAA00
0.3550,Moderate Risk,3,1.402276873588562,0.121739,Bare Land,Peri-Urban / Sparse,0.3541,0.003196,0.7118,0.70,#FFAA00
0.3556,Moderate Risk,3,1.3894435167312622,0.121181,Bare Land,Peri-Urban / Sparse,0.3541,0.003167,0.7151,0.70,#FFAA00
0.3549,Moderate Risk,3,1.3775029182434082,0.121778,Bare Land,Peri-Urban / Sparse,0.3541,0.003140,0.7116,0.70,#FFAA00
0.3564,Moderate Risk,3,1.3602802753448486,0.120493,Bare Land,Peri-Urban / Sparse,0.3541,0.003100,0.7191,0.70,#FFAA00
0.3567,Moderate Risk,3,1.2953263521194458,0.120149,Bare Land,Peri-Urban / Sparse,0.3541,0.002952,0.7211,0.70,#FFAA00
0.3578,Moderate Risk,3,1.2585889101028442,0.119217,Bare Land,Peri-Urban / Sparse,0.3541,0.002869,0.7265,0.70,#FFAA00
0.3580,Moderate Risk,3,1.2238909006118774,0.119038,Bare Land,Peri-Urban / Sparse,0.3541,0.002790,0.7276,0.70,#FFAA00
0.3569,Moderate Risk,3,1.2109646797180176,0.119986,Bare Land,Peri-Urban / Sparse,0.3541,0.002760,0.7220,0.70,#FFAA00
0.3587,Moderate Risk,3,1.2007267475128174,0.118445,Bare Land,Peri-Urban / Sparse,0.3541,0.002737,0.7310,0.70,#FFAA00
0.3603,Moderate Risk,3,1.195904016494751,0.117051,Bare Land,Peri-Urban / Sparse,0.3541,0.002726,0.7392,0.70,#FFAA00
0.3612,Moderate Risk,3,1.1951566934585571,0.116240,Bare Land,Peri-Urban / Sparse,0.3541,0.002724,0.7439,0.70,#FFAA00
0.3638,Moderate Risk,3,1.1953314542770386,0.114011,Bare Land,Peri-Urban / Sparse,0.3541,0.002724,0.7569,0.70,#FFAA00
0.3671,Moderate Risk,3,1.1939477920532227,0.111214,Bare Land,Peri-Urban / Sparse,0.3541,0.002721,0.7732,0.70,#FFAA00
0.3716,Moderate Risk,3,1.1741515398025513,0.107370,Bare Land,Peri-Urban / Sparse,0.3541,0.002676,0.7956,0.70,#FFAA00
0.3719,Moderate Risk,3,1.1505550146102905,0.107082,Bare Land,Peri-Urban / Sparse,0.3541,0.002622,0.7973,0.70,#FFAA00
0.3725,Moderate Risk,3,1.1475889682769775,0.106505,Bare Land,Peri-Urban / Sparse,0.3541,0.002616,0.8006,0.70,#FFAA00
0.3752,Moderate Risk,3,1.1474331617355347,0.104186,Bare Land,Peri-Urban / Sparse,0.3541,0.002615,0.8141,0.70,#FFAA00
0.3759,Moderate Risk,3,1.146336317062378,0.103618,Bare Land,Peri-Urban / Sparse,0.3541,0.002613,0.8175,0.70,#FFAA00
0.3761,Moderate Risk,3,1.1465110778808594,0.103415,Bare Land,Peri-Urban / Sparse,0.3541,0.002613,0.8186,0.70,#FFAA00
0.3754,Moderate Risk,3,1.147437572479248,0.104033,Bare Land,Peri-Urban / Sparse,0.3541,0.002615,0.8150,0.70,#FFAA00
0.3755,Moderate Risk,3,1.1469640731811523,0.103955,Bare Land,Peri-Urban / Sparse,0.3541,0.002614,0.8155,0.70,#FFAA00
0.3758,Moderate Risk,3,1.1479108333587646,0.103724,Bare Land,Peri-Urban / Sparse,0.3541,0.002616,0.8168,0.70,#FFAA00
0.3762,Moderate Risk,3,1.1495542526245117,0.103375,Bare Land,Peri-Urban / Sparse,0.3541,0.002620,0.8189,0.70,#FFAA00
0.3771,Moderate Risk,3,1.1503111124038696,0.102637,Bare Land,Peri-Urban / Sparse,0.3541,0.002622,0.8232,0.70,#FFAA00
0.3770,Moderate Risk,3,1.1508772373199463,0.102691,Bare Land,Peri-Urban / Sparse,0.3541,0.002623,0.8229,0.70,#FFAA00
0.3766,Moderate Risk,3,1.1491519212722778,0.102999,Bare Land,Peri-Urban / Sparse,0.3541,0.002619,0.8211,0.70,#FFAA00
0.3764,Moderate Risk,3,1.1427040100097656,0.103180,Bare Land,Peri-Urban / Sparse,0.3541,0.002605,0.8200,0.70,#FFAA00
0.3762,Moderate Risk,3,1.1341464519500732,0.103336,Bare Land,Peri-Urban / Sparse,0.3541,0.002585,0.8191,0.70,#FFAA00
0.3764,Moderate Risk,3,1.1252762079238892,0.103158,Bare Land,Peri-Urban / Sparse,0.3541,0.002565,0.8201,0.70,#FFAA00
0.2926,Low Risk,2,1.454979658126831,,Unknown,Peri-Urban / Sparse,0.3541,0.003316,0.5000,0.50,#FFDD88
0.3571,Moderate Risk,3,1.4476597309112549,0.119942,Bare Land,Peri-Urban / Sparse,0.3541,0.003300,0.7223,0.70,#FFAA00
0.3575,Moderate Risk,3,1.4437315464019775,0.119583,Bare Land,Peri-Urban / Sparse,0.3541,0.003291,0.7244,0.70,#FFAA00
0.3576,Moderate Risk,3,1.4335969686508179,0.119481,Bare Land,Peri-Urban / Sparse,0.3541,0.003268,0.7250,0.70,#FFAA00
0.3575,Moderate Risk,3,1.4152305126190186,0.119555,Bare Land,Peri-Urban / Sparse,0.3541,0.003226,0.7246,0.70,#FFAA00
0.3564,Moderate Risk,3,1.414772629737854,0.120542,Bare Land,Peri-Urban / Sparse,0.3541,0.003225,0.7188,0.70,#FFAA00
0.3563,Moderate Risk,3,1.411056399345398,0.120578,Bare Land,Peri-Urban / Sparse,0.3541,0.003216,0.7186,0.70,#FFAA00
0.3546,Moderate Risk,3,1.3970838785171509,0.122038,Bare Land,Peri-Urban / Sparse,0.3541,0.003184,0.7101,0.70,#FFAA00
0.3544,Moderate Risk,3,1.397369623184204,0.122203,Bare Land,Peri-Urban / Sparse,0.3541,0.003185,0.7091,0.70,#FFAA00
0.3554,Moderate Risk,3,1.3926334381103516,0.121343,Bare Land,Peri-Urban / Sparse,0.3541,0.003174,0.7141,0.70,#FFAA00
0.3558,Moderate Risk,3,1.3826647996902466,0.120984,Bare Land,Peri-Urban / Sparse,0.3541,0.003151,0.7162,0.70,#FFAA00
0.3562,Moderate Risk,3,1.3704332113265991,0.120626,Bare Land,Peri-Urban / Sparse,0.3541,0.003124,0.7183,0.70,#FFAA00
0.3569,Moderate Risk,3,1.3174196481704712,0.120007,Bare Land,Peri-Urban / Sparse,0.3541,0.003003,0.7219,0.70,#FFAA00
0.3577,Moderate Risk,3,1.2409907579421997,0.119267,Bare Land,Peri-Urban / Sparse,0.3541,0.002829,0.7262,0.70,#FFAA00
0.3580,Moderate Risk,3,1.2185736894607544,0.118992,Bare Land,Peri-Urban / Sparse,0.3541,0.002777,0.7278,0.70,#FFAA00
0.3601,Moderate Risk,3,1.2086265087127686,0.117179,Bare Land,Peri-Urban / Sparse,0.3541,0.002755,0.7384,0.70,#FFAA00
0.3629,Moderate Risk,3,1.2025947570800781,0.114843,Bare Land,Peri-Urban / Sparse,0.3541,0.002741,0.7520,0.70,#FFAA00
0.3656,Moderate Risk,3,1.200161099433899,0.112490,Bare Land,Peri-Urban / Sparse,0.3541,0.002735,0.7657,0.70,#FFAA00
0.3686,Moderate Risk,3,1.197462558746338,0.109898,Bare Land,Peri-Urban / Sparse,0.3541,0.002729,0.7808,0.70,#FFAA00
0.3700,Moderate Risk,3,1.1952661275863647,0.108741,Bare Land,Peri-Urban / Sparse,0.3541,0.002724,0.7876,0.70,#FFAA00
0.3712,Moderate Risk,3,1.1917489767074585,0.107712,Bare Land,Peri-Urban / Sparse,0.3541,0.002716,0.7936,0.70,#FFAA00
0.3745,Moderate Risk,3,1.1892914772033691,0.104825,Bare Land,Peri-Urban / Sparse,0.3541,0.002711,0.8104,0.70,#FFAA00
0.3758,Moderate Risk,3,1.186777949333191,0.103777,Bare Land,Peri-Urban / Sparse,0.3541,0.002705,0.8165,0.70,#FFAA00
0.3750,Moderate Risk,3,1.1820098161697388,0.104377,Bare Land,Peri-Urban / Sparse,0.3541,0.002694,0.8130,0.70,#FFAA00
0.3746,Moderate Risk,3,1.1763536930084229,0.104739,Bare Land,Peri-Urban / Sparse,0.3541,0.002681,0.8109,0.70,#FFAA00
0.3757,Moderate Risk,3,1.1677725315093994,0.103816,Bare Land,Peri-Urban / Sparse,0.3541,0.002662,0.8163,0.70,#FFAA00
0.3742,Moderate Risk,3,1.1589926481246948,0.105083,Bare Land,Peri-Urban / Sparse,0.3541,0.002642,0.8089,0.70,#FFAA00
0.3746,Moderate Risk,3,1.1519447565078735,0.104703,Bare Land,Peri-Urban / Sparse,0.3541,0.002626,0.8111,0.70,#FFAA00
0.3746,Moderate Risk,3,1.145733118057251,0.104714,Bare Land,Peri-Urban / Sparse,0.3541,0.002611,0.8111,0.70,#FFAA00
0.3761,Moderate Risk,3,1.1428070068359375,0.103423,Bare Land,Peri-Urban / Sparse,0.3541,0.002605,0.8186,0.70,#FFAA00
0.3752,Moderate Risk,3,1.1424710750579834,0.104247,Bare Land,Peri-Urban / Sparse,0.3541,0.002604,0.8138,0.70,#FFAA00
0.3756,Moderate Risk,3,1.1430625915527344,0.103927,Bare Land,Peri-Urban / Sparse,0.3541,0.002605,0.8157,0.70,#FFAA00
0.3766,Moderate Risk,3,1.1444027423858643,0.103014,Bare Land,Peri-Urban / Sparse,0.3541,0.002608,0.8210,0.70,#FFAA00
0.3762,Moderate Risk,3,1.143036961555481,0.103371,Bare Land,Peri-Urban / Sparse,0.3541,0.002605,0.8189,0.70,#FFAA00
0.3758,Moderate Risk,3,1.1374164819717407,0.103711,Bare Land,Peri-Urban / Sparse,0.3541,0.002592,0.8169,0.70,#FFAA00
0.3760,Moderate Risk,3,1.1347194910049438,0.103538,Bare Land,Peri-Urban / Sparse,0.3541,0.002586,0.8179,0.70,#FFAA00
0.3761,Moderate Risk,3,1.1271882057189941,0.103445,Bare Land,Peri-Urban / Sparse,0.3541,0.002569,0.8185,0.70,#FFAA00
0.3760,Moderate Risk,3,1.1122167110443115,0.103511,Bare Land,Peri-Urban / Sparse,0.3541,0.002535,0.8181,0.70,#FFAA00
0.3758,Moderate Risk,3,1.1065753698349,0.103693,Bare Land,Peri-Urban / Sparse,0.3541,0.002522,0.8170,0.70,#FFAA00
0.3375,Moderate Risk,3,1.4562969207763672,0.119593,Unknown,Peri-Urban / Sparse,0.3541,0.003319,0.7243,0.50,#FFAA00
0.3583,Moderate Risk,3,1.444923996925354,0.118936,Bare Land,Peri-Urban / Sparse,0.3541,0.003293,0.7282,0.70,#FFAA00
0.3580,Moderate Risk,3,1.4417527914047241,0.119132,Bare Land,Peri-Urban / Sparse,0.3541,0.003286,0.7270,0.70,#FFAA00
0.3580,Moderate Risk,3,1.440592646598816,0.119120,Bare Land,Peri-Urban / Sparse,0.3541,0.003283,0.7271,0.70,#FFAA00
